No,Country,Category,Company,Tier,Status,Best Media Contact,Contact Type,Named Contact / Title,Source URL,Confidence,Notes / Ownership & Dedupe Flags
80,Vietnam,Fish Sauce,Khai Hoan,2,RESEARCHED,contact@khaihoanphuquoc.com.vn,General email,,https://khaihoanphuquoc.com.vn/en/trang-chu/,Needs manual confirm,"contact@khaihoanphuquoc.com.vn, (0297)3995959, 289 30/4 St, Duong Dong, Phu Quoc, Kien Giang. English site available. KEY POINT FOR THE FILM: their factory is an established TOURIST ATTRACTION that already runs visitor tours - 900+ wooden fermentation barrels. Far easier filming access than a corporate PR route. Strong visual for the fish sauce chapter."
81,Vietnam,Fish Sauce,Phu Quoc Thanh Quoc,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
82,Vietnam,Fish Sauce,Hung Thinh,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
83,Vietnam,Coffee,Trung Nguyen / G7,1,RESEARCHED,https://trungnguyenlegend.us/,US distributor - Tango Global Market Inc,,https://trungnguyenlegend.us/,Needs manual check,"US site is operated by TANGO GLOBAL MARKET INC, a distributor - not Trung Nguyen corporate. Press releases go out via NewMediaWire. Portland OR +1 971-353-1365. Corporate PR sits in Vietnam - flag that pitching the US distributor may not reach the sponsor decision-maker."
84,Vietnam,Coffee,King Coffee,1,RESEARCHED,https://us.kingcoffee.com/pages/contact-us,Web form / general,,https://us.kingcoffee.com/pages/contact-us,Needs manual confirm,"US entity King Coffee USA Inc, 10741 Walker St Ste 200, Cypress CA 90630, (949) 215-1158. Site 429'd. Contact page covers orders/product/franchise - no press route seen. Cypress CA is close to Chris in SoCal."
85,Vietnam,Coffee,Nguyen Coffee Supply,1,RESEARCHED,info@shorefire.com,PR FIRM - Shore Fire Media,Shore Fire Media (agency of record),https://shorefire.com/roster/nguyen-coffee-supply,Verified (agency) / brand email needs confirm,"BEST-STRUCTURED TARGET SO FAR - exactly the PR-firm route Chris described. Repped by Shore Fire Media (Brooklyn, 718-522-7171), who host a full press kit page for them. Pitch the AGENCY not the brand. Brand-side hello@nguyencoffeesupply.com is reported but site 429'd - confirm manually. NOTE: search returns rshapiro@shorefire.co - wrong TLD, real domain is shorefire.com."
86,Vietnam,Coffee,Vinacafe,2,RESEARCHED,vinacafe@vinacafebienhoa.com,General email,,https://vinacafebienhoa.com/lien-he/?lang=en,Needs manual confirm,"MAJOR DEDUPE FLAG: their international trading address is export@msc.masangroup.com - Vinacafe is MASAN-OWNED. So Masan owns CHIN-SU + Phuc Long + Vinacafe. Chris must NOT pitch these as three independent sponsors; it is ONE relationship. General: vinacafe@vinacafebienhoa.com, +84 251 3836554, Bien Hoa Industrial Zone 1, Dong Nai."
87,Vietnam,Coffee,Mr. Viet,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
88,Vietnam,Noodles,Acecook Vietnam,1,RESEARCHED,https://acecookvietnam.vn/en/media/,Media section on site,Mr. Nguyen Huu Tuong Quan - Senior Specialist,https://acecookvietnam.vn/en/media/,Needs manual confirm,"They run a real /en/media/ section publishing their own press releases. Named press contact Mr. Nguyen Huu Tuong Quan, Senior Specialist, 0918190207 / 028 38154064. Their contact URL 404'd on automated access - navigate from acecookvietnam.vn/en/media/ instead. Broker email pattern is a guess, do not use."
89,Vietnam,Noodles,Bich Chi,1,RESEARCHED,thaipham@bichchi.com.vn,Named general contact,Thai Pham,https://bichchi.com.vn/en/,Needs manual confirm,"[Also covers Rice Paper] thaipham@bichchi.com.vn (named individual - good sign) plus legacy bchi-bfc@hcm.vnn.vn. Tel 84 67 3770874. Sa Dec City, Dong Thap. Est. 1966, already exports to USA/Japan/Korea/France/UK - internationally fluent. Covers noodles AND rice paper in one pitch. Chris flagged wanting to film rice-paper production - this is the company to ask."
90,Vietnam,Noodles,SAFOCO,2,RESEARCHED,https://www.safocofood.com/,No email published,Ms. Hoa (directory contact),https://www.yellowpages.com.vn/listings/119319279/safoco-foodstuff-joint-stock-company.html,Needs manual check,"[Also covers Rice Paper] No verified email. Founded 1976, makes noodles, rice paper and rice vermicelli - covers two of Chris's categories. Directory names Ms. Hoa. Active exporter (597 shipments to 16 countries in 12 months). Check safocofood.com directly for a contact form."
91,Vietnam,Rice Paper,Vinh Thuan,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
92,Vietnam,Rice Paper,Bamboo Tree,2,RESEARCHED,No direct contact found,Distributor route only,,https://www.unisnacks.co.uk/supplier/bamboo-tree/,Needs manual check,Manufacturer is THUAN PHONG CO (est. 2002) - also trades as Tufoco. No direct email found. Reachable via distributors: Unisnacks Europe (UK) and US retail through H Mart and Yami. Search 'Thuan Phong Tufoco' directly for the factory contact. Lower priority than Bich Chi for the rice-paper chapter.
93,Vietnam,Rice Paper,Three Ladies,2,RESEARCHED,+1-562-802-2199 (C. Pacific Foods),US importer - not the manufacturer,,https://www.cpacificfoods.com/collections/three-ladies,Verified,"IMPORTANT: Three Ladies is a BRAND, not a company Chris can sponsor-pitch directly. It is imported/distributed in the US by C. Pacific Foods, +1-562-802-2199 (Southern California). Any sponsorship would run through the importer, who may not control brand marketing budget. Lower priority than Bich Chi, which is an actual manufacturer."
94,Vietnam,Rice,Gao Ong Cua / Ho Quang Cua,1,RESEARCHED,0903.15.22.96,Phone only - founder direct,Ho Quang Cua / DNTN Ho Quang Tri,https://www.gaoongcua.vn/,Verified - no email published,"NO email published. But a great detail for the film: Ho Quang Cua PRINTS HIS PHONE NUMBER DIRECTLY ON EVERY PACKAGE to take consumer feedback himself - 0903.15.22.96. Brand is owned by Private Enterprise Ho Quang Tri. ST25 won World's Best Rice 2019. Vietnamese-language only - Chris will need a Vietnamese speaker to make this call, but it likely reaches the family directly."
95,Vietnam,Rice,A An / Tan Long Group,2,RESEARCHED,info@tanlonggroup.com,General + international sales,,https://en.vietnordic.com/wp-content/uploads/2022/08/2022-PROFILE-TAN-LONG-English_compressed.pdf,Needs manual confirm,"info@tanlonggroup.com, +84 24 66688666, 14/F Diamond Flower Tower, 48 Le Van Luong, Hanoi. INTERNATIONAL SALES dept has a direct WhatsApp: +84 9.656.838.95 - best route for a foreign approach and Chris is in Asia. They publish an English company profile PDF, so they are set up for foreign partners. A An is their ST25 premium rice brand - the one that cleared Japan's import requirements."
96,Vietnam,Rice,Vinh Hien,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
97,Vietnam,Rice,Loc Troi,2,RESEARCHED,truyenthong@loctroi.vn,DEDICATED COMMS EMAIL,Am Nguyen Thi - press contact,https://pressroom.ifc.org/all/pages/PressDetail.aspx?ID=24867,Verified via IFC press release,"STRONG. 'truyen thong' is literally Vietnamese for COMMUNICATIONS - this is a real comms desk, not a guess. Named contact Am Nguyen Thi, (848) 3920 0783. Sourced from an IFC (World Bank) press release, a credible primary source. General: support@loctroi.vn. HQ 23 Ha Hoang Ho, My Xuyen Ward, An Giang. They export Vietnam Rice branded product to Europe - already engaged internationally."
98,Vietnam,Rice,Trung An,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
99,Vietnam,Snacks,Vinamit,1,RESEARCHED,Export hotline +84 902 539 976,Phone / masked email,,https://www.yellowpages.com.vn/listings/1187676699/cong-ty-co-phan-vinamit.html,Needs manual confirm,"No press desk found. HQ 84 Nguyen Du St, District 1 HCMC, (84-8) 38244204. Factory Binh Duong +84 274 356 0273. Dedicated EXPORT hotline +84 902 539 976 is the most promising route for a foreign inquiry. Directory email was masked - check vinamit.com directly."
100,Vietnam,Snacks,Bibica,2,RESEARCHED,bibica@bibica.com.vn,General email,,https://en.bibica.com.vn/contact,Needs manual confirm,"bibica@bibica.com.vn + hotline +84396802832. Note some listed contacts are @pancg.vn (PAN Group, their parent) incl. linhntt@pancg.vn and rsm1.exp@pancg.vn - PAN Group corporate comms may be the better sponsorship route than the Bibica brand desk. English site at en.bibica.com.vn."
101,Vietnam,Snacks,Richy (Tipo),2,RESEARCHED,https://richyexport.com/about-us/,Export site - no email surfaced,,https://richyexport.com/about-us/,Needs manual check,"No email found. 15/F Richy Tower, 35 Mac Thai To St, Cau Giay, Hanoi, +84-24-39284706 ext 4267. They run a SEPARATE export-facing site (richyexport.com) which is where a foreign inquiry should go - check its contact page manually. Tipo is their best-known brand internationally."
102,Vietnam,Snacks,Hai Ha / HAIHACO,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
103,Vietnam,Snacks,Kinh Do,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"[Owned by Mondelez - flag ownership] Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
104,Vietnam,Alcohol,SABECO / Bia Saigon,1,RESEARCHED,https://www.sabeco.com.vn/en-US/contact,Web form,Toan Nguyen - Head of Media Digital & Advocacy,https://www.sabeco.com.vn/en-US/contact,Needs manual confirm,"A named media role EXISTS - Toan Nguyen, Manager/Head of Media, Digital & Advocacy. No published address; broker email patterns are GUESSES, do not use. Route via the contact form and ask for Toan Nguyen by name. 06 Hai Ba Trung St, District 1, HCMC, +84 (8) 38294083."
105,Vietnam,Alcohol,HABECO / Hanoi Beer,2,RESEARCHED,habeco@habeco.com.vn,General email,,https://en.wikipedia.org/wiki/Habeco,Needs manual confirm,"habeco@habeco.com.vn, (84.24) 3845 3843, 183 Hoang Hoa Tham St, Ba Dinh, Hanoi. No press desk found. Pairs with SABECO for the North-vs-South beer story Chris wants - pitch both together as one narrative."
106,Vietnam,Alcohol,Song Cai Distillery,1,RESEARCHED,hello@songcaidistillery.com,General email - founder-led,Daniel Nguyen (founder),https://www.songcaidistillery.com/contact,Verified,"Small founder-led craft distillery - hello@ very likely reaches Daniel Nguyen directly. They maintain a press-and-awards page and have given founder interviews (The Gin Guide), so they are media-receptive. US distribution via Skurnik Wines & Spirits - Skurnik's PR desk is a second route. One of the most documentary-friendly targets on the Vietnam board."
107,Vietnam,Alcohol,Lady Trieu Gin,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
108,Vietnam,Alcohol,Sampan Rhum,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
109,Vietnam,Condensed Milk,Vinamilk / Ong Tho,1,RESEARCHED,lltanh@vinamilk.com,NAMED MEDIA CONTACT,Ms. Le Thanh Lan Anh - Media,https://www.vinamilk.com.vn/en/investor/contact,Needs manual confirm,"[Southern Star is same parent - do not pitch separately] STRONG LEAD - a NAMED media contact with direct extension: Ms. Le Thanh Lan Anh, lltanh@vinamilk.com, +84-28-54-155-555 ext 108219. Separately Head of IR dqtrung@vinamilk.com ext 108247. Page 403'd on automated access so confirm in a browser, but the extension-level detail suggests real listing data. Ong Tho + Southern Star are BOTH Vinamilk - one pitch only."
110,Vietnam,Condensed Milk,Dutch Lady,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"[Owned by FrieslandCampina - flag ownership] Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
111,Vietnam,Tea,Vinatea,2,RESEARCHED,info@vinatea.com.vn,General email,,https://vinatea.com.vn/,Verified,"info@vinatea.com.vn, (84.24) 3622 6990, 92 Vo Thi Sau, Hai Ba Trung, Hanoi. State-linked national tea corporation. No press desk but a clean general address."
112,Vietnam,Tea,Phuc Long,2,RESEARCHED,phuclongusa@gmail.com,US franchise general email,,https://www.phuclongusa.com/shop/contact_us.php,Verified (US) / VN needs check,"[Corporately linked to Masan/CHIN-SU] US arm: Phuc Long Tea & Coffee USA, 12936 Main St, Garden Grove CA 92840, phuclongusa@gmail.com - a gmail, so likely a franchisee not corporate. VN HQ 2 Hai Trieu, HCMC, +84 2839153333, no press desk found. NOTE Phuc Long is corporately tied to MASAN (same group as CHIN-SU) - do not pitch as an independent sponsor; fold into the Masan approach."
113,Vietnam,Tea,Cozy Tea,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
114,Vietnam,Tea,Tan Cuong Hoang Binh,2,RESEARCHED,Thainguyentancuongtea@gmail.com,General email,,https://www.yellowpages.com.vn/listings/1312299/tan-cuong-hoang-binh-group-joint-stock-company.html,Needs manual confirm,"Thainguyentancuongtea@gmail.com, (84-208) 3746433, Quyet Thang Commune, Thai Nguyen City. A gmail address means a smaller operation - likely reaches an actual decision-maker fast. This is the Thai Nguyen terroir tea story Chris wanted. Active on Facebook @TANCUONGHOANGBINH - DM is a viable second route."
115,Vietnam,Tea,Cau Dat tea producer,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"[Need to identify a specific producer] Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
116,Vietnam,Oyster Sauce,Barona,3,"NOT RESEARCHED - Tier 3, outside Option C",,,,,,"Tier 3 - not included in Option C. Available as a Tier 3 add-on (42 companies, ~17 hrs, $119). Recommend holding until the Option C outreach shows which categories reply."
